CoC Number,County,Year,SSDI Participation Rate (Percent),Unemployment Rate,HPI with 2000 base,HPI,Year,Estimate Total Asian alone,Share_of_Single_Person_Households_1_year,Share_of_Single_Person_Households_5_year,Median_House_Values_1_year,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,Blind and disabled,Overall Homeless - Multiple Races,CoC_Category_Largely Rural CoC,CoC_Category_Largely Suburban CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,total_homeless_per_10k_lag1,total_sheltered_homeless_per_10k_lag1,unsheltered_homeless_per_10k_lag1,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k,target_class
CA-512,san mateo county,2014,2.7993819659039616,4.3,173.54,1588.66,2014,0.27,0.0,0.0,836300.0,780155.0,22795.0,0,0,1,0,0,26.681395922123016,9.557318203329638,17.124077718793377,722200.0,1509.0,1917.0,0.4853043785783241,31.0,0.0,0.41,5.3,91322.0,7.8,416399.0,-0.27356872244328156,0
CA-512,san mateo county,2015,2.7993819659039616,3.4,191.03,1748.69,2015,0.28,0.0,0.0,917600.0,780155.0,22795.0,38,0,1,0,0,19.38220052670444,9.25326903095532,10.128931495749116,736800.0,1574.0,1950.0,0.4839456724974136,28.0,0.0,0.41,4.3,101051.0,7.3,425863.0,-0.08186008743755002,0
CA-512,san mateo county,2016,2.7993819659039616,3.1,212.67,1946.87,2016,0.28,0.0,0.0,1002400.0,780155.0,22795.0,31,0,1,0,0,17.795571896856288,7.662163946772804,10.133407950083486,776300.0,1647.0,1990.0,0.4896837866571329,25.0,0.0,0.41,3.4,101272.0,8.5,434234.0,-0.08724576419749341,0
CA-512,san mateo county,2017,2.7993819659039616,2.7,220.96,2022.7,2017,0.29,0.23,0.23,1087100.0,780155.0,22795.0,50,0,1,0,0,16.242983627383623,7.985377425752842,8.257606202,845300.0,1744.0,2079.0,0.4817561359758499,26.0,0.0,0.41,3.1,108627.0,6.5,441792.0,-0.009576771448320587,0
CA-512,san mateo county,2018,2.7993819659039616,2.2,245.95,2251.53,2018,0.29,0.22,0.23,1209000.0,780155.0,22795.0,52,0,1,0,0,16.087428285545357,7.809809692740515,8.277618592804838,917700.0,1879.0,2219.0,0.4766215036623781,30.0,0.23,0.4,2.7,116653.0,6.2,444909.0,0.2260597876051107,1
CA-514,fresno county,2013,2.68790486,13.4,144.25,493.39,2013,0.1,0.0,0.0,185200.0,694221.0,34559.0,0,0,0,1,0,32.776005158740126,6.218124261990302,26.55788089674983,212100.0,731.0,1014.0,0.5433736130862301,62.0,0.0,0.46,15.4,41627.0,28.4,439492.0,-0.18132120676430707,0
CA-514,fresno county,2014,2.6528456508096965,11.7,162.61,556.17,2014,0.1,0.0,0.0,204700.0,704338.0,34607.0,0,0,0,1,0,26.83302035044421,7.339742063450983,19.49327828699323,195400.0,748.0,1006.0,0.5454151829372988,64.0,0.0,0.46,13.4,43925.0,28.8,436620.0,-0.34170449352190646,0
CA-514,fresno county,2015,2.5631406101702505,10.3,171.73,587.38,2015,0.1,0.0,0.0,220100.0,714358.0,34526.0,87,0,0,1,0,17.664056721932663,5.528993364182176,12.13506335775049,191700.0,753.0,1003.0,0.5505205635364759,62.0,0.0,0.47,11.7,43423.0,27.7,437617.0,0.08785613104239309,1
CA-514,fresno county,2016,2.5068079700212764,9.5,181.22,619.83,2016,0.1,0.0,0.0,238100.0,718643.0,34568.0,135,0,0,1,0,19.215952404035043,4.612644974308996,14.603307429726048,194600.0,752.0,992.0,0.5503357624561077,52.0,0.0,0.47,10.3,46949.0,25.3,440308.0,0.060523653797601495,1
CA-514,fresno county,2017,2.4491803685275846,8.6,195.59,668.99,2017,0.1,0.21,0.21,248700.0,725753.0,34629.0,119,0,0,1,0,20.37897205472805,4.922896523141152,15.4560755315869,204900.0,765.0,996.0,0.5546477863164334,46.0,0.0,0.47,9.5,48715.0,25.6,444737.0,0.05798958293427359,1
CA-514,fresno county,2018,2.3936909536831754,7.6,209.23,715.63,2018,0.1,0.24,0.22,274400.0,730253.0,34578.0,97,0,0,1,0,21.560740144810943,4.656074014481094,16.904666130329847,220600.0,780.0,1029.0,0.5410405928516531,39.0,0.21,0.47,8.6,51800.0,21.1,444452.0,0.16427205371061393,1
CA-600,los angeles county,2013,1.9507013985972408,9.8,180.41,1066.93,2013,0.14,0.0,0.0,420200.0,7904849.0,283100.0,0,0,0,1,0,35.46347094778632,12.911961863491394,22.551509084294928,443300.0,1098.0,1407.0,0.5586250427683196,45.0,0.0,0.53,11.0,53001.0,19.1,4904883.0,-0.04137282975616796,0
CA-600,los angeles county,2014,1.925105485232068,8.2,204.42,1208.96,2014,0.14,0.0,0.0,464400.0,8020080.0,283246.0,0,0,0,1,0,33.99624680170075,11.666842119049631,22.32940468265112,420200.0,1110.0,1408.0,0.5640724427719008,44.0,0.0,0.53,9.8,54529.0,18.9,4955806.0,0.19085439715073726,1
CA-600,los angeles county,2015,1.8841645399887537,6.7,215.92,1276.96,2015,0.14,0.0,0.0,497200.0,8091650.0,279382.0,2453,0,0,1,0,40.48457999042702,12.021287097754913,28.463292892672108,425100.0,1129.0,1412.0,0.5696558364912717,41.0,0.0,0.54,8.2,55746.0,18.7,4982412.0,0.0684911481444237,1
CA-600,los angeles county,2016,1.8406217189159089,5.3,232.25,1373.51,2016,0.15,0.0,0.0,537900.0,8088028.0,274143.0,1822,0,0,1,0,43.25741535611613,10.92236421,32.33505114217272,441900.0,1139.0,1409.0,0.5686244817631679,37.0,0.0,0.54,6.7,59134.0,16.6,4973756.0,0.19282048503850158,1
CA-600,los angeles county,2017,1.7729755122168371,4.8,248.16,1467.64,2017,0.15,0.26,0.26,588700.0,8131810.0,268218.0,1884,0,0,1,0,51.59833116659436,13.747223276374974,37.85110789021939,465000.0,1167.0,1433.0,0.5648990135608036,33.0,0.0,0.54,5.3,61338.0,16.3,5018920.0,-0.04195760500878987,0
CA-600,los angeles county,2018,1.7180194200575398,4.6,264.82,1566.16,2018,0.15,0.26,0.26,625200.0,8092458.0,261154.0,1532,0,0,1,0,49.43338876839366,12.255680510390462,37.17770826,495800.0,1210.0,1482.0,0.561129079,32.0,0.26,0.54,4.8,65006.0,14.9,5109810.0,0.13360330265289533,1
CA-601,san diego county,2013,2.0701001517573663,7.9,160.34,931.11,2013,0.11,0.0,0.0,411000.0,2467755.0,60960.0,0,0,0,1,0,27.649651911466304,13.405986201020662,14.243665710445644,419400.0,1210.0,1547.0,0.5484554771591904,50.0,0.0,0.45,9.3,60330.0,15.0,1536925.0,-0.05732655012251897,0
CA-601,san diego county,2014,2.042157915241421,6.5,179.59,1042.87,2014,0.12,0.0,0.0,457300.0,2520618.0,61292.0,0,0,0,1,0,26.06459275529343,13.853517969278348,12.211074786015086,402100.0,1219.0,1539.0,0.5501386814593556,47.0,0.0,0.46,7.9,61426.0,15.2,1537644.0,0.016503695011216957,1
CA-601,san diego county,2015,1.9942517134165605,5.2,187.38,1088.12,2015,0.12,0.0,0.0,485900.0,2561111.0,60764.0,465,0,0,1,0,26.49475484471837,13.898987156014464,12.595767688703909,412800.0,1241.0,1542.0,0.544189838,45.0,0.0,0.47,6.5,66192.0,14.7,1537512.0,-0.013798700056195656,0
CA-601,san diego county,2016,1.9379814818559205,4.7,201.23,1168.56,2016,0.12,0.0,0.0,527600.0,2571748.0,59728.0,930,0,0,1,0,26.129161669553664,11.239548259979884,14.88961340957378,429600.0,1255.0,1534.0,0.5407879971577121,41.0,0.0,0.47,5.2,67320.0,13.8,1548794.0,0.050327292586295425,1
CA-601,san diego county,2017,1.8834835826260548,4.0,215.48,1251.32,2017,0.12,0.24,0.24,563800.0,2592802.0,59082.0,778,0,0,1,0,27.444171633931905,10.603157577782206,16.841014056149696,454600.0,1307.0,1578.0,0.5405882725175601,38.0,0.0,0.47,4.7,70824.0,12.3,1563246.0,-0.06534575282696875,0
CA-601,san diego county,2018,1.824771059798332,3.4,228.44,1326.55,2018,0.12,0.24,0.24,606200.0,2592380.0,58427.0,396,0,0,1,0,25.650811577800084,10.725724150885156,14.925087426914928,484900.0,1381.0,1645.0,0.5421043063940527,36.0,0.24,0.47,4.0,76207.0,11.8,1570791.0,-0.05384592739885896,0
CA-602,orange county,2013,1.5350468070130274,6.7,179.33,1022.53,2013,0.19,0.0,0.0,539000.0,2454974.0,44301.0,0,0,1,0,0,13.649661262993428,8.261721578377344,5.387939684616084,537600.0,1398.0,1742.0,0.5432942320670081,47.0,0.0,0.41,8.0,71983.0,12.9,1558477.0,-0.1072596079549143,0
CA-602,orange county,2014,1.5146123339489248,5.6,201.67,1149.89,2014,0.19,0.0,0.0,591800.0,2489746.0,44143.0,0,0,1,0,0,12.185603947207372,6.851024395051367,5.334579552156006,519600.0,1413.0,1736.0,0.5481882595523049,45.0,0.0,0.41,6.7,74163.0,13.5,1559480.0,0.15260241215957548,1
CA-602,orange county,2015,1.472913772,4.5,209.36,1193.74,2015,0.2,0.0,0.0,625300.0,2521872.0,43626.0,80,0,1,0,0,14.045156503172462,7.101448178041603,6.943708325130861,532300.0,1435.0,1735.0,0.5548135582706453,40.0,0.0,0.42,5.6,76306.0,12.8,1565446.0,-0.03071696866658402,0
CA-602,orange county,2016,1.4176574345887885,4.1,222.9,1270.94,2016,0.2,0.0,0.0,654400.0,2533052.0,42763.0,110,0,1,0,0,13.613731870947245,6.676055592189456,6.937676278757787,553600.0,1455.0,1735.0,0.5521322465718793,35.0,0.0,0.42,4.5,78428.0,12.7,1584296.0,0.10330218950437775,1
CA-602,orange county,2017,1.3622531259123982,3.5,234.42,1336.63,2017,0.21,0.21,0.21,679400.0,2551655.0,42314.0,164,0,1,0,0,15.020060180541623,6.920762286860581,8.099297893681044,584200.0,1499.0,1762.0,0.5517903312468715,33.0,0.0,0.43,4.1,81837.0,11.0,1597447.0,0.035453443315550004,1
CA-602,orange county,2018,1.317779928402973,3.0,246.59,1405.99,2018,0.21,0.22,0.21,709800.0,2554296.0,41700.0,163,0,1,0,0,15.552573032748604,7.442008205983236,8.110564826765366,620500.0,1592.0,1828.0,0.5498103912470642,32.0,0.21,0.43,3.5,86217.0,11.5,1605787.0,0.38894001917260757,1
CA-603,santa barbara county,2013,2.7993819659039616,7.3,145.26,1142.37,2013,0.05,0.0,0.0,437300.0,780155.0,22795.0,0,0,1,0,0,43.19515626685518,20.74836411542884,22.446792151426337,482400.0,1239.0,1491.0,0.5423500371026608,37.0,0.0,0.47,8.5,61890.0,16.3,215485.0,-0.03754838550731998,0
CA-603,santa barbara county,2014,2.7993819659039616,6.2,165.49,1301.45,2014,0.05,0.0,0.0,476400.0,780155.0,22795.0,0,0,1,0,0,41.57324788729837,19.37966904790001,22.193578839398366,453000.0,1242.0,1485.0,0.5466406517627084,33.0,0.0,0.47,7.3,62421.0,16.3,216531.0,-0.064924821727536,0
CA-603,santa barbara county,2015,2.7993819659039616,5.3,175.89,1383.27,2015,0.06,0.0,0.0,547600.0,780155.0,22795.0,460,0,1,0,0,38.87411217958086,18.86372476499037,20.010387414590497,446500.0,1267.0,1488.0,0.5461847389558233,36.0,0.0,0.48,6.2,63833.0,18.0,217331.0,0.04529038376922645,1
CA-603,santa barbara county,2016,2.7993819659039616,5.1,187.42,1473.98,2016,0.06,0.0,0.0,531200.0,780155.0,22795.0,431,0,1,0,0,40.63473563888204,20.687182015823566,19.947553623058475,465300.0,1278.0,1479.0,0.5482879207343727,32.0,0.0,0.48,5.3,63625.0,15.7,217158.0,0.02139118354989944,1
CA-603,santa barbara county,2017,2.7993819659039616,4.6,194.29,1528.01,2017,0.06,0.25,0.24,567600.0,780155.0,22795.0,86,0,1,0,0,41.50396072743501,21.57759678679013,19.92636394064488,480000.0,1333.0,1507.0,0.5542842984361108,30.0,0.0,0.48,5.1,67436.0,13.9,215256.0,-0.07946191937580083,0
CA-603,santa barbara county,2018,2.7993819659039616,4.0,201.99,1588.54,2018,0.06,0.22,0.24,629400.0,780155.0,22795.0,68,0,1,0,0,38.20597634633516,18.20718567970134,19.998790666633823,509400.0,1397.0,1569.0,0.5499876286259042,30.0,0.24,0.48,4.6,71106.0,14.5,214948.0,0.056924423401322866,1
CA-604,kern county,2013,3.3228969267529043,11.9,147.55,442.29,2013,0.05,0.0,0.0,161000.0,606850.0,28771.0,0,0,0,1,0,13.331420027681212,6.330110030504881,7.001309997176331,171200.0,722.0,1009.0,0.5272070401174641,61.0,0.0,0.41,13.4,45910.0,23.8,391269.0,-0.14919261758634317,0
CA-604,kern county,2014,3.2442714022101296,10.5,167.74,502.79,2014,0.05,0.0,0.0,183100.0,616163.0,28698.0,0,0,0,1,0,11.342470577608452,6.597384600080723,4.745085978,161700.0,738.0,1005.0,0.52114688,60.0,0.0,0.42,11.9,46879.0,22.8,392205.0,-0.046577328344544866,0
CA-604,kern county,2015,3.203786818293334,10.3,175.57,526.28,2015,0.05,0.0,0.0,197100.0,623637.0,28276.0,74,0,0,1,0,10.814168601276844,6.177905542658154,4.636263058618688,161800.0,746.0,999.0,0.5176761501046168,56.0,0.0,0.43,10.5,47644.0,24.8,391896.0,0.11514684316850499,1
CA-604,kern county,2016,3.1631396709564226,10.4,180.85,542.09,2016,0.05,0.0,0.0,204200.0,622957.0,27965.0,126,0,0,1,0,12.05938597720584,6.340501905541214,5.7188840716646245,167400.0,741.0,988.0,0.5105929380413058,56.0,0.0,0.43,10.3,51342.0,21.9,390138.0,-0.24794345573294552,0
CA-604,kern county,2017,3.0727423102674174,9.3,187.97,563.46,2017,0.05,0.21,0.2,205700.0,634775.0,28021.0,102,0,0,1,0,9.069340144,6.057423478842125,3.011916665080465,175600.0,755.0,999.0,0.5101213858512935,56.0,0.0,0.43,10.4,49903.0,22.7,388109.0,0.08815162484879457,1
CA-604,kern county,2018,3.015577477204744,8.1,197.55,592.16,2018,0.05,0.21,0.2,226400.0,637523.0,28072.0,28,0,0,1,0,9.868817214,5.742871034073625,4.125946179819886,190600.0,774.0,1021.0,0.5075068985885444,53.0,0.2,0.43,9.3,49854.0,21.4,384073.0,0.4970853559799646,1
CA-608,riverside county,2013,2.493129194319825,10.0,142.67,612.79,2013,0.06,0.0,0.0,236400.0,1726144.0,46997.0,0,0,1,0,0,12.99014572256486,4.754620160374647,8.235525562190213,248100.0,1019.0,1427.0,0.5788141342305714,76.0,0.0,0.32,11.8,52621.0,17.8,985244.0,-0.026689840753517657,0
CA-608,riverside county,2014,2.4554722923624124,8.3,169.08,726.24,2014,0.06,0.0,0.0,279500.0,1767888.0,47575.0,0,0,1,0,0,12.643440801864616,4.537900484743939,8.105540317,231000.0,1015.0,1384.0,0.5771287643918159,73.0,0.0,0.33,10.0,54095.0,17.3,993023.0,-0.20539986301630253,0
CA-608,riverside county,2015,2.4074233276852297,6.7,178.49,766.64,2015,0.06,0.0,0.0,312700.0,1802965.0,47538.0,68,0,1,0,0,10.046479793106894,3.7441349650533287,6.302344828053567,236400.0,1027.0,1361.0,0.5795251274089575,71.0,0.0,0.34,8.3,57006.0,17.1,1009162.0,-0.09748013689991974,0
CA-608,riverside county,2016,2.3616830286536628,6.1,190.33,817.48,2016,0.06,0.0,0.0,329600.0,1824758.0,47461.0,88,0,1,0,0,9.067147567512556,3.409079963027816,5.658067604484741,253200.0,1027.0,1334.0,0.5698821177359779,64.0,0.0,0.35,6.7,58292.0,16.2,1033458.0,0.09502453533169897,1
CA-608,riverside county,2017,2.2920499072694414,5.3,204.9,880.09,2017,0.07,0.23,0.21,352700.0,1859689.0,47040.0,94,0,1,0,0,9.92874905189938,3.169276505,6.759472546554938,276300.0,1062.0,1347.0,0.5641766882516188,57.0,0.0,0.36,6.1,60134.0,15.3,1051610.0,-0.04820462091692734,0
CA-608,riverside county,2018,2.234325777744779,4.4,219.47,942.66,2018,0.07,0.23,0.22,364900.0,1885580.0,47016.0,76,0,1,0,0,9.450137467673269,2.574713619214953,6.875423848458314,304500.0,1104.0,1387.0,0.563566539,56.0,0.21,0.35,5.3,63944.0,12.9,1070876.0,0.204009115452648,1
CA-609,san bernardino county,2013,2.779705418864665,9.9,153.22,668.68,2013,0.07,0.0,0.0,230500.0,1537573.0,59015.0,0,0,1,0,0,11.113925638691592,5.142764384297617,5.971161254393976,241500.0,963.0,1307.0,0.5679488508103578,69.0,0.0,0.37,11.6,50770.0,20.4,890518.0,-0.014033118364455421,0
CA-609,san bernardino county,2014,2.764787907736398,8.1,181.79,793.37,2014,0.07,0.0,0.0,261600.0,1557624.0,59241.0,0,0,1,0,0,10.957962604710078,5.055336527788493,5.902626076921584,222300.0,965.0,1272.0,0.5679022541357698,70.0,0.0,0.38,9.9,52323.0,19.1,893610.0,-0.0784734857674898,0
CA-609,san bernardino county,2015,2.728780957114411,6.5,192.73,841.1,2015,0.07,0.0,0.0,281300.0,1565351.0,58956.0,166,0,1,0,0,10.098053082208676,3.937723817073463,6.160329265135215,225400.0,972.0,1255.0,0.5704165474045763,66.0,0.0,0.39,8.1,52041.0,20.6,903649.0,-0.1268255977289774,0
CA-609,san bernardino county,2016,2.6443443693881523,5.8,205.73,897.87,2016,0.07,0.0,0.0,302600.0,1582812.0,57980.0,101,0,1,0,0,8.817361464158617,3.252190555937678,5.56517090822094,236700.0,975.0,1233.0,0.5682273991065772,58.0,0.0,0.4,6.5,53803.0,19.0,919308.0,-0.019062099008182454,0
CA-609,san bernardino county,2017,2.5784145222112174,5.0,220.99,964.47,2017,0.07,0.19,0.19,326600.0,1598269.0,57122.0,181,0,1,0,0,8.649284046937893,3.1843827118147554,5.464901335123139,256000.0,991.0,1245.0,0.5632573634476171,56.0,0.0,0.41,5.8,56337.0,17.7,930242.0,0.12762673234820077,1
CA-609,san bernardino county,2018,2.497334860030797,4.1,236.55,1032.37,2018,0.07,0.19,0.19,353400.0,1620928.0,56576.0,242,0,1,0,0,9.753163907,3.1083029448752835,6.644860962155606,280200.0,1032.0,1278.0,0.5554061333868108,49.0,0.19,0.41,5.0,60420.0,16.2,942048.0,0.22608924122892304,1
CA-611,ventura county,2013,2.255596294421476,8.0,157.91,1064.9,2013,0.07,0.0,0.0,443700.0,649939.0,12056.0,0,0,0,0,1,19.93759081489245,7.146089897810914,12.791500917081535,465600.0,1356.0,1793.0,0.5499028746920748,38.0,0.0,0.35,9.2,71517.0,11.5,433668.0,-0.15356463760715466,0
CA-611,ventura county,2014,2.2224545961543125,6.7,178.76,1205.47,2014,0.07,0.0,0.0,483100.0,659856.0,11931.0,0,0,0,0,1,16.875881906643755,6.121643436723715,10.754238469920042,442200.0,1381.0,1780.0,0.5610757873175728,38.0,0.0,0.35,8.0,77363.0,11.9,432345.0,-0.012787439768743969,0
CA-611,ventura county,2015,2.162435618564671,5.7,185.41,1250.33,2015,0.07,0.0,0.0,528700.0,666147.0,11828.0,244,0,0,0,1,16.660082583218113,5.408354261312867,11.251728321905246,444800.0,1401.0,1769.0,0.5589125136566098,37.0,0.0,0.36,6.7,75449.0,11.3,429179.0,-0.10219222821494778,0
CA-611,ventura county,2016,2.1277966665517853,5.2,197.7,1333.19,2016,0.07,0.0,0.0,561400.0,667357.0,11728.0,183,0,0,0,1,14.95755162179401,5.813556649225997,9.143994972568017,458100.0,1416.0,1752.0,0.5636052303860523,33.0,0.0,0.36,5.7,80032.0,9.6,427235.0,-0.09838587256063691,0
CA-611,ventura county,2017,2.0580328034798248,4.5,208.28,1404.54,2017,0.08,0.22,0.21,592500.0,671758.0,11740.0,123,0,0,0,1,13.485939854113036,5.712793965978439,7.773145888134596,481400.0,1468.0,1770.0,0.5611968190451041,34.0,0.0,0.37,5.2,80135.0,9.5,425346.0,0.13976103803085183,1
CA-611,ventura county,2018,1.970705646480692,3.8,217.38,1465.93,2018,0.08,0.22,0.22,614400.0,672348.0,11480.0,76,0,0,0,1,15.37074880694551,5.617139089999965,9.753609716945546,520300.0,1540.0,1820.0,0.5530653731583608,35.0,0.21,0.37,4.5,82857.0,9.3,423676.0,0.28347634332246896,1
CA-614,san luis obispo county,2013,2.7993819659039616,6.9,157.29,1277.69,2013,0.04,0.0,0.0,436000.0,780155.0,22795.0,0,0,1,0,0,85.26169951852641,8.500848276136491,76.76085124238993,449300.0,1101.0,1382.0,0.5468033186920449,41.0,0.0,0.4,8.4,60264.0,13.7,137013.0,-0.005677258698946641,0
CA-614,san luis obispo county,2014,2.7993819659039616,5.6,176.17,1430.99,2014,0.04,0.0,0.0,459900.0,780155.0,22795.0,0,0,1,0,0,84.77764679324788,8.742918773268167,76.03472801997971,426600.0,1104.0,1355.0,0.5462993459746859,38.0,0.0,0.42,6.9,58158.0,15.3,137727.0,-0.3649533360922692,0
CA-614,san luis obispo county,2015,2.7993819659039616,4.8,184.69,1500.26,2015,0.04,0.0,0.0,508200.0,780155.0,22795.0,207,0,1,0,0,53.83776177,13.930298755157231,39.90746301541217,426200.0,1124.0,1355.0,0.5396681328399544,34.0,0.0,0.42,5.6,63474.0,14.8,139919.0,-0.10177298865927797,0
CA-614,san luis obispo county,2016,2.7993819659039616,4.3,199.37,1619.47,2016,0.04,0.0,0.0,547200.0,780155.0,22795.0,217,0,1,0,0,48.35853185194088,8.660701976407541,39.697829875533344,445700.0,1137.0,1360.0,0.5384615384615384,27.0,0.0,0.42,4.8,62648.0,14.9,138913.0,-0.17913468172292035,0
CA-614,san luis obispo county,2017,2.7993819659039616,3.6,210.04,1706.19,2017,0.04,0.26,0.26,574400.0,780155.0,22795.0,54,0,1,0,0,39.69584164005575,10.691413348388348,29.0044282916674,471800.0,1151.0,1380.0,0.5177886863020102,26.0,0.0,0.41,4.3,70564.0,10.6,139484.0,-0.028740067837986993,0
CA-614,san luis obispo county,2018,2.7993819659039616,3.0,220.31,1789.54,2018,0.04,0.27,0.26,593100.0,780155.0,22795.0,55,0,1,0,0,38.55498045843456,9.612337594,28.942642864687866,499800.0,1213.0,1443.0,0.510216232,28.0,0.26,0.4,3.6,71880.0,12.1,140250.0,0.3586385087450332,1
FL-501,hillsborough county,2013,3.6388439923486406,6.9,135.54,449.0,2013,0.04,0.0,0.0,152900.0,1011585.0,33274.0,0,0,1,0,0,14.780369439553786,7.471480622927922,7.308888816625864,170000.0,801.0,1078.0,0.5355300136126114,103.0,0.0,0.39,8.1,46515.0,19.2,664074.0,-0.00079005086857864,0
FL-501,hillsborough county,2014,3.640431570333312,6.0,149.42,494.99,2014,0.04,0.0,0.0,164200.0,1033806.0,34217.0,0,0,1,0,0,14.768692195840153,6.4802954953969385,8.288396700443213,160000.0,812.0,1062.0,0.5275116633317588,94.0,0.0,0.4,6.9,49597.0,16.8,671504.0,-0.03080271622325914,0
FL-501,hillsborough county,2015,3.586560373058872,5.1,161.39,534.65,2015,0.04,0.0,0.0,183000.0,1060208.0,34448.0,117,0,1,0,0,14.313776361143027,8.709832845335606,5.603943516,156700.0,820.0,1039.0,0.5217789391383071,86.0,0.0,0.41,6.0,50796.0,16.8,681695.0,-0.07762578315919111,0
FL-501,hillsborough county,2016,3.4523908255697155,4.5,176.19,583.67,2016,0.04,0.0,0.0,195800.0,1085190.0,33828.0,56,0,1,0,0,13.202658261143783,7.614961947,5.5876963141549645,159200.0,831.0,1021.0,0.5158504011536574,77.0,0.0,0.42,5.1,51725.0,15.7,692032.0,-0.16706169560092432,0
FL-501,hillsborough county,2017,3.325389198193736,4.0,193.46,640.89,2017,0.04,0.29,0.29,213600.0,1112351.0,33550.0,39,0,1,0,0,10.996999785597552,6.971629302425304,4.025370483172248,167400.0,858.0,1033.0,0.503450224,69.0,0.0,0.42,4.5,54588.0,15.1,709538.0,0.13597119355986864,1
FL-501,hillsborough county,2018,3.191361738,3.5,210.2,696.34,2018,0.04,0.29,0.29,232500.0,1141989.0,33203.0,4,0,1,0,0,12.492274972022871,8.038204787011932,4.4540701850109405,179500.0,890.0,1063.0,0.494917772,68.0,0.29,0.42,4.0,54731.0,15.6,718852.0,-0.10268683365485898,0
FL-502,pinellas county,2013,4.349995423093138,6.9,138.57,435.03,2013,0.03,0.0,0.0,138000.0,775633.0,18842.0,0,0,0,0,1,42.11838354961208,19.65452807605205,22.46385547356003,161600.0,787.0,988.0,0.5254169727853938,113.0,0.0,0.32,8.2,44927.0,13.7,463951.0,-0.14176171388372194,0
FL-502,pinellas county,2014,4.338108883,5.9,154.87,486.2,2014,0.03,0.0,0.0,150900.0,785250.0,19026.0,0,0,0,0,1,36.14760931160711,23.590285876315694,12.55732343529141,151500.0,793.0,972.0,0.5244178951570986,100.0,0.0,0.33,6.9,43703.0,15.0,468883.0,-0.013513591287691917,0
FL-502,pinellas county,2015,4.235792004206994,5.0,168.53,529.07,2015,0.03,0.0,0.0,170500.0,798670.0,19278.0,99,0,0,0,1,35.65912529334289,23.320036175008717,12.33908911833418,146500.0,795.0,964.0,0.5230338655020829,88.0,0.0,0.35,5.9,45152.0,15.1,470895.0,-0.18940514740152237,0
FL-502,pinellas county,2016,4.112305939764345,4.4,186.99,587.04,2016,0.03,0.0,0.0,186500.0,810251.0,19064.0,93,0,0,0,1,28.905103410947923,17.049535249237557,11.855568161710366,150200.0,800.0,946.0,0.5104403934981137,82.0,0.0,0.35,5.0,47618.0,13.5,472466.0,0.009040271605338601,1
FL-502,pinellas county,2017,3.970737048968757,3.9,205.5,645.15,2017,0.03,0.36,0.37,197300.0,818236.0,18978.0,106,0,0,0,1,29.16641339656329,17.29791878941355,11.86849460714974,157500.0,819.0,952.0,0.5031223240951526,70.0,0.0,0.35,4.4,50036.0,13.3,479772.0,-0.08175023203763043,0
FL-502,pinellas county,2018,3.8526603001364257,3.4,224.37,704.37,2018,0.03,0.37,0.36,215800.0,824625.0,18801.0,92,0,0,0,1,26.78205233368879,16.887457960790748,9.89459437289804,167100.0,851.0,970.0,0.5019576191386476,75.0,0.37,0.35,3.9,51512.0,12.0,480350.0,-0.0751518188974768,0
FL-503,polk county,2013,4.803464740349925,8.6,117.52,330.35,2013,0.02,0.0,0.0,101800.0,486732.0,18379.0,0,0,1,0,0,8.346588893579387,5.216618058487116,3.129970835,120200.0,665.0,863.0,0.5136360120658984,105.0,0.0,0.29,9.9,41325.0,17.9,275402.0,0.011881588716667224,1
FL-503,polk county,2014,4.798514474,7.4,129.2,363.18,2014,0.02,0.0,0.0,105400.0,499217.0,19195.0,0,0,1,0,0,8.44575963,3.907739530251892,4.538020099647358,111400.0,670.0,840.0,0.5025360301849446,104.0,0.0,0.29,8.6,42435.0,19.4,278126.0,-0.15490712176671695,0
FL-503,polk county,2015,4.782872463257598,6.4,139.32,391.65,2015,0.02,0.0,0.0,123100.0,510990.0,19472.0,4,0,1,0,0,7.137451314583167,3.4918134664016787,3.645637848181488,107100.0,682.0,834.0,0.5003427106925736,94.0,0.0,0.3,7.4,42780.0,18.1,278128.0,0.33554703071762826,1
FL-503,polk county,2016,4.704617502015856,5.6,151.67,426.35,2016,0.02,0.0,0.0,135300.0,524591.0,19671.0,63,0,1,0,0,9.53240191008318,5.629371206742035,3.9030307033411447,107300.0,687.0,822.0,0.4897675429067999,86.0,0.0,0.31,6.4,44061.0,17.2,281059.0,-0.21758380881503514,0
FL-503,polk county,2017,4.624908488403614,4.9,166.75,468.74,2017,0.02,0.24,0.26,153700.0,542281.0,19974.0,35,0,1,0,0,7.4583055953315665,5.287822131065154,2.170483464266413,110400.0,707.0,823.0,0.4758648713026664,78.0,0.0,0.32,5.6,46355.0,16.4,287843.0,0.04534615290907329,1
