CoC Number,County,Year,HPI,SummerTemperature,Median_House_Values_5_year,Median_House_Values_1_year,Overall Homeless,Unsheltered Homeless,Median_Gross_Rent_5_year,Median_Gross_Rent_1_year,Overall Homeless - Multiple Races,Sheltered Total Homeless,Overall Homeless - Native Hawaiian or Other Pacific Islander,Median_Rent_1_year,Overall Homeless - Age 18 to 24,Median_Rent_5_year,SSDI Participation Rate (Percent),Estimate Total  85 years and over,Overall Homeless - American Indian or Alaska Native,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,JanuaryPrecipitation,Estimate Total Two or more races,Estimate Total Asian alone,Overall Homeless - Asian,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,Estimate Total  62 to 64 years,Estimate Total Black or African American alone,Estimate Total  60 and 61 years,CoC_Category_Largely Rural CoC,CoC_Category_Largely Suburban CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,total_homeless_per_10k,SSDI Participation Rate (Percent)_missing,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over_missing
CA-511,san joaquin county,2016,732.62,75.8,246900,316000.0,1780,535,1200.0,1232.0,118,1245,24,900.0,81,877,3.074810654474544,0.014637956,29,0.01,0.1,7.4,0.09,0.15,17,547676.0,0.028390002,0.07,0.024064036,False,True,False,False,20.686213483869583,0,0
CA-511,san joaquin county,2017,798.34,77.9,281100,349200.0,1542,567,1236.0,1282.0,78,975,16,967.0,78,902,2.9511910099411383,0.014638649,38,0.01,0.1,3.12,0.12,0.15,40,555369.0,0.0306054,0.07,0.024352583,False,True,False,False,22.387266494831664,0,0
CA-511,san joaquin county,2018,863.56,76.4,313800,366000.0,1685,567,1291.0,1335.0,94,1118,29,1034.0,95,955,2.8287697750722134,0.014523158,39,0.01,0.06,2.73,0.11,0.16,32,560491.0,0.034352829,0.07,0.022072383,False,True,False,False,34.52085421729113,0,0
CA-512,san mateo county,2010,1259.43,61.5,784800,729500.0,1424,803,1211.0,1788.0,0,621,0,1394.0,0,1373,2.826930578893613,0.022978163,0,0.02,0.07,1.64,0.05,0.25,0,779747.0,0.032569061,0.02,0.024105687,False,True,False,False,26.48482073241668,1,1
CA-512,san mateo county,2011,1210.47,61.5,763100,706300.0,1926,1162,1874.0,1837.0,0,764,0,1467.0,0,1433,2.826930578893613,0.021953799,0,0.01,0.07,3.43,0.05,0.25,0,779747.0,0.036475071,0.03,0.025266464,False,True,False,False,24.95566818294331,1,1
CA-512,san mateo county,2012,1244.08,62.0,734100,701900.0,1845,1162,1891.0,1836.0,0,683,0,1500.0,0,1452,2.826930578893613,0.021291446,0,0.01,0.08,0.61,0.04,0.26,0,779747.0,0.033578562,0.03,0.023968262,False,True,False,False,26.69349842715752,1,1
CA-512,san mateo county,2013,1385.55,63.8,722200,748300.0,1995,1299,1917.0,1913.0,0,696,0,1599.0,0,1509,2.826930578893613,0.021694656,0,0.01,0.09,0.07,0.05,0.27,0,779747.0,0.032972826,0.03,0.027426733,False,True,False,False,26.681395922123016,1,1
CA-512,san mateo county,2014,1588.66,64.6,736800,836300.0,2024,1299,1950.0,1977.0,0,725,0,1725.0,135,1574,2.826930578893613,0.019630072,0,0.01,0.11,0.01,0.05,0.27,0,779747.0,0.036164892,0.03,0.025533199,False,True,False,False,19.38220052670444,1,1
CA-512,san mateo county,2015,1748.69,65.7,776300,917600.0,1483,775,1990.0,2153.0,38,708,138,1855.0,78,1647,2.826930578893613,0.021721657,160,0.01,0.12,8.05,0.05,0.28,53,779747.0,0.033075209,0.02,0.026837094,False,True,False,False,17.795571896856288,1,1
CA-512,san mateo county,2016,1946.87,63.3,845300,1002400.0,1361,775,2079.0,2296.0,31,586,102,2024.0,81,1744,2.826930578893613,0.022969494,162,0.01,0.11,13.98,0.06,0.28,75,779747.0,0.035457775,0.02,0.027349741,False,True,False,False,16.242983627383623,1,1
CA-512,san mateo county,2017,2022.7,64.1,917700,1087100.0,1253,637,2219.0,2422.0,50,616,113,2163.0,49,1879,2.826930578893613,0.025108567,64,0.01,0.12,6.24,0.06,0.29,63,779747.0,0.036568103,0.02,0.025542837,False,True,False,False,16.087428285545357,1,1
CA-512,san mateo county,2018,2251.53,63.6,994100,1209000.0,1238,637,2354.0,2507.0,52,601,58,2320.0,39,2036,2.826930578893613,0.024388437,65,0.01,0.1,6.54,0.06,0.29,32,779747.0,0.037036171,0.02,0.025463098,False,True,False,False,19.72414890688819,1,1
CA-514,fresno county,2010,499.49,70.3,257000,212500.0,4288,2457,1211.0,980.0,0,1831,0,707.0,0,700,2.826930578893613,0.015465343,0,0.0,0.21,2.07,0.04,0.09,0,779747.0,0.026622077,0.05,0.019187826,False,False,True,False,54.45941474423695,1,1
CA-514,fresno county,2011,452.6,69.2,236400,184300.0,5135,3822,1013.0,985.0,0,1313,0,730.0,0,725,2.826930578893613,0.014012031,0,0.0,0.25,2.39,0.04,0.1,0,779747.0,0.026689886,0.05,0.019238438,False,False,True,False,47.38921505019015,1,1
CA-514,fresno county,2012,450.52,71.7,212100,174200.0,4492,3822,1014.0,964.0,0,670,0,740.0,0,731,2.6612841203759463,0.016387891,0,0.0,0.24,1.07,0.04,0.1,0,689141.0,0.02669072,0.05,0.018937752,False,False,True,False,32.776005158740126,0,0
CA-514,fresno county,2013,493.39,72.8,195400,185200.0,3131,2537,1006.0,954.0,0,594,0,738.0,0,748,2.68790486,0.017142761,0,0.0,0.18,0.58,0.04,0.1,0,694221.0,0.025595851,0.05,0.02026962,False,False,True,False,26.83302035044421,0,0
CA-514,fresno county,2014,556.17,73.0,191700,204700.0,2592,1883,1003.0,969.0,0,709,0,760.0,390,753,2.6528456508096965,0.015357556,0,0.0,0.19,0.19,0.04,0.1,0,704338.0,0.026495537,0.05,0.022515099,False,False,True,False,17.664056721932663,0,0
CA-514,fresno county,2015,587.38,72.5,194600,220100.0,1722,1183,992.0,985.0,87,539,14,760.0,188,752,2.5631406101702505,0.015888419,110,0.0,0.16,5.47,0.03,0.1,27,714358.0,0.024562476,0.05,0.020428553,False,False,True,False,19.215952404035043,0,0
CA-514,fresno county,2016,619.83,73.1,204900,238100.0,1883,1431,996.0,1025.0,135,452,22,784.0,136,765,2.5068079700212764,0.016554497,84,0.0,0.15,12.17,0.04,0.1,30,718643.0,0.024519474,0.05,0.02288974,False,False,True,False,20.37897205472805,0,0
CA-514,fresno county,2017,668.99,74.1,220600,248700.0,2016,1529,1029.0,1057.0,119,487,19,796.0,134,780,2.4491803685275846,0.016919803,155,0.0,0.14,2.1,0.04,0.1,63,725753.0,0.031567189,0.05,0.02147879,False,False,True,False,21.560740144810943,0,0
CA-514,fresno county,2018,715.63,73.3,237500,274400.0,2144,1681,1068.0,1088.0,97,463,16,835.0,100,804,2.3936909536831754,0.017281778,171,0.0,0.14,4.01,0.05,0.1,93,730253.0,0.027138978,0.05,0.021554706,False,False,True,False,25.10256720791992,0,0
CA-600,los angeles county,2010,1031.0,72.6,508800,429500.0,33243,19193,1211.0,1357.0,0,14050,0,1061.0,0,1017,2.826930578893613,0.015721302,0,0.0,0.21,0.67,0.04,0.14,0,779747.0,0.026619921,0.08,0.020548359,False,False,True,False,35.01041959920138,1,1
CA-600,los angeles county,2011,982.16,72.6,478300,410600.0,34622,17740,1390.0,1354.0,0,16882,0,1073.0,0,1066,2.826930578893613,0.016490957,0,0.0,0.19,0.85,0.04,0.14,0,779747.0,0.027420818,0.08,0.020533001,False,False,True,False,31.670850401428755,1,1
CA-600,los angeles county,2012,977.35,74.7,443300,399500.0,31553,17740,1407.0,1360.0,0,13813,0,1088.0,0,1098,1.9525810869039872,0.016148189,0,0.0,0.2,1.29,0.04,0.14,0,7820930.0,0.027844211,0.08,0.020986392,False,False,True,False,35.46347094778632,0,0
CA-600,los angeles county,2013,1066.93,75.0,420200,420200.0,35524,22590,1408.0,1366.0,0,12934,0,1114.0,0,1110,1.9507013985972408,0.017502926,0,0.0,0.19,0.07,0.04,0.14,0,7904849.0,0.02861516,0.08,0.021425231,False,False,True,False,33.99624680170075,0,0
CA-600,los angeles county,2014,1208.96,75.0,425100,464400.0,34393,22590,1412.0,1393.0,0,11803,0,1145.0,4017,1129,1.925105485232068,0.016894434,0,0.0,0.2,1.39,0.04,0.14,0,8020080.0,0.029233234,0.08,0.022055501,False,False,True,False,40.48457999042702,0,0
CA-600,los angeles county,2015,1276.96,75.2,441900,497200.0,41174,28948,1409.0,1435.0,2453,12226,133,1181.0,3089,1139,1.8841645399887537,0.017164207,1458,0.0,0.21,3.47,0.04,0.14,710,8091650.0,0.030342197,0.08,0.023016842,False,False,True,False,43.25741535611613,0,0
CA-600,los angeles county,2016,1373.51,76.5,465000,537900.0,43854,32781,1433.0,1477.0,1822,11073,262,1226.0,3447,1167,1.8406217189159089,0.017516817,903,0.0,0.22,7.83,0.04,0.15,465,8088028.0,0.030203646,0.08,0.02395897,False,False,True,False,51.59833116659436,0,0
CA-600,los angeles county,2017,1467.64,76.9,495800,588700.0,52442,38470,1482.0,1550.0,1884,13972,342,1292.0,3199,1210,1.7729755122168371,0.018897217,1569,0.0,0.23,2.12,0.04,0.15,893,8131810.0,0.032334902,0.08,0.024069546,False,False,True,False,49.43338876839366,0,0
CA-600,los angeles county,2018,1566.16,76.7,543400,625200.0,49955,37570,1550.0,1625.0,1532,12385,464,1376.0,2955,1288,1.7180194200575398,0.01907354,1211,0.0,0.21,5.64,0.04,0.15,818,8092458.0,0.032298592,0.08,0.024485435,False,False,True,False,56.03785276917559,0,0
CA-601,san diego county,2010,882.24,73.0,486000,407000.0,8383,4465,1211.0,1498.0,0,3918,0,1178.0,0,1155,2.826930578893613,0.018406376,0,0.0,0.07,0.96,0.05,0.11,0,779747.0,0.0271981,0.05,0.02140864,False,False,True,False,30.050295073133743,1,1
CA-601,san diego county,2011,839.92,73.4,455000,396500.0,9436,5456,1540.0,1462.0,0,3980,0,1170.0,0,1187,2.826930578893613,0.018396411,0,0.0,0.07,0.72,0.05,0.11,0,779747.0,0.029821956,0.05,0.022382629,False,False,True,False,31.516529574641734,1,1
CA-601,san diego county,2012,844.31,74.9,419400,386400.0,10013,5642,1547.0,1471.0,0,4371,0,1195.0,0,1210,2.063186949808251,0.01882336,0,0.0,0.07,1.56,0.05,0.11,0,2433129.0,0.029035307,0.05,0.0204176,False,False,True,False,27.649651911466304,0,0
CA-601,san diego county,2013,931.11,75.6,402100,411000.0,8879,4574,1539.0,1473.0,0,4305,0,1214.0,0,1219,2.0701001517573663,0.018839381,0,0.0,0.06,0.14,0.05,0.11,0,2467755.0,0.030026606,0.05,0.022275113,False,False,True,False,26.06459275529343,0,0
CA-601,san diego county,2014,1042.87,75.4,412800,457300.0,8506,3985,1542.0,1536.0,0,4521,0,1295.0,579,1241,2.042157915241421,0.017201528,0,0.0,0.06,0.6,0.05,0.12,0,2520618.0,0.029862436,0.05,0.023804395,False,False,True,False,26.49475484471837,0,0
CA-601,san diego county,2015,1088.12,75.6,429600,485900.0,8742,4156,1534.0,1573.0,465,4586,159,1348.0,846,1255,1.9942517134165605,0.017853197,270,0.0,0.07,4.03,0.05,0.12,99,2561111.0,0.031833712,0.05,0.023288229,False,False,True,False,26.129161669553664,0,0
CA-601,san diego county,2016,1168.56,76.9,454600,527600.0,8669,4940,1578.0,1655.0,930,3729,128,1415.0,966,1307,1.9379814818559205,0.019415875,194,0.0,0.05,5.78,0.05,0.12,117,2571748.0,0.03191019,0.05,0.023761894,False,False,True,False,27.444171633931905,0,0
CA-601,san diego county,2017,1251.32,76.8,484900,563800.0,9160,5621,1645.0,1735.0,778,3539,138,1506.0,1434,1381,1.8834835826260548,0.018794164,288,0.0,0.07,2.55,0.05,0.12,192,2592802.0,0.032517748,0.05,0.022984793,False,False,True,False,25.650811577800084,0,0
CA-601,san diego county,2018,1326.55,77.0,526300,606200.0,8576,4990,1723.0,1785.0,396,3586,123,1578.0,892,1465,1.824771059798332,0.017670825,285,0.0,0.06,2.92,0.05,0.12,104,2592380.0,0.033658914,0.05,0.023613642,False,False,True,False,24.26961983986005,0,0
CA-602,orange county,2010,975.88,69.6,607900,528200.0,8333,5724,1211.0,1647.0,0,2609,0,1320.0,0,1344,2.826930578893613,0.016806102,0,0.0,0.15,0.8,0.03,0.18,0,779747.0,0.029448854,0.02,0.020451393,False,True,False,False,22.708046646562455,1,1
CA-602,orange county,2011,931.97,70.7,575100,506300.0,6939,4272,1739.0,1683.0,0,2667,0,1360.0,0,1381,2.826930578893613,0.017673922,0,0.0,0.13,0.93,0.03,0.18,0,779747.0,0.031124652,0.02,0.020260526,False,True,False,False,22.685115069518066,1,1
CA-602,orange county,2012,933.01,72.0,537600,492200.0,7010,4272,1742.0,1667.0,0,2738,0,1391.0,0,1398,1.5330345141881407,0.018261032,0,0.0,0.12,1.14,0.04,0.19,0,2426886.0,0.028027282,0.02,0.02181169,False,True,False,False,13.649661262993428,0,0
CA-602,orange county,2013,1022.53,71.5,519600,539000.0,4251,1678,1736.0,1674.0,0,2573,0,1429.0,0,1413,1.5350468070130274,0.017663965,0,0.0,0.12,0.04,0.04,0.19,0,2454974.0,0.028708599,0.02,0.022428342,False,True,False,False,12.185603947207372,0,0
CA-602,orange county,2014,1149.89,72.5,532300,591800.0,3833,1678,1735.0,1721.0,0,2155,0,1489.0,340,1435,1.5146123339489248,0.017533218,0,0.0,0.12,0.84,0.04,0.19,0,2489746.0,0.029668592,0.02,0.021936312,False,True,False,False,14.045156503172462,0,0
CA-602,orange county,2015,1193.74,73.3,553600,625300.0,4452,2201,1735.0,1747.0,80,2251,42,1531.0,247,1455,1.472913772,0.018274162,178,0.0,0.12,2.54,0.04,0.2,228,2521872.0,0.029736486,0.02,0.024226318,False,True,False,False,13.613731870947245,0,0
CA-602,orange county,2016,1270.94,73.6,584200,654400.0,4319,2201,1762.0,1835.0,110,2118,45,1635.0,226,1499,1.4176574345887885,0.019743221,105,0.0,0.11,8.31,0.04,0.2,198,2533052.0,0.032681467,0.02,0.024840727,False,True,False,False,15.020060180541623,0,0
CA-602,orange county,2017,1336.63,73.6,620500,679400.0,4792,2584,1828.0,1887.0,164,2208,48,1704.0,221,1592,1.3622531259123982,0.019623558,209,0.0,0.13,1.7,0.04,0.21,165,2551655.0,0.033701417,0.02,0.023589519,False,True,False,False,15.552573032748604,0,0
CA-602,orange county,2018,1405.99,74.3,652900,709800.0,4955,2584,1905.0,1975.0,163,2371,48,1790.0,216,1676,1.317779928402973,0.020532849,185,0.0,0.12,5.07,0.04,0.21,162,2554296.0,0.031460454,0.02,0.027634929,False,True,False,False,21.601591086289226,0,0
CA-603,santa barbara county,2010,1160.8,65.4,576500,446800.0,4121,2973,1211.0,1417.0,0,1148,0,1183.0,0,1181,2.826930578893613,0.021638192,0,0.0,0.1,1.24,0.04,0.05,0,779747.0,0.02970719,0.02,0.021129613,False,True,False,False,39.77717286906329,1,1
CA-603,santa barbara county,2011,1067.87,66.1,523800,447700.0,1698,868,1486.0,1432.0,0,830,0,1181.0,0,1220,2.826930578893613,0.023137758,0,0.0,0.11,1.64,0.04,0.05,0,779747.0,0.026232319,0.02,0.018201922,False,True,False,False,35.84935849126607,1,1
CA-603,santa barbara county,2012,1045.35,67.2,482400,409700.0,1546,868,1491.0,1435.0,0,678,0,1234.0,0,1239,2.826930578893613,0.024204114,0,0.0,0.13,1.18,0.04,0.05,0,779747.0,0.030877753,0.02,0.019397146,False,True,False,False,43.19515626685518,1,1
CA-603,santa barbara county,2013,1142.37,67.9,453000,437300.0,1882,978,1485.0,1425.0,0,904,0,1237.0,0,1242,2.826930578893613,0.02340847,0,0.0,0.24,0.02,0.04,0.05,0,779747.0,0.027209276,0.02,0.022940254,False,True,False,False,41.57324788729837,1,1
CA-603,santa barbara county,2014,1301.45,69.1,446500,476400.0,1832,978,1488.0,1490.0,0,854,0,1307.0,113,1267,2.826930578893613,0.024290395,0,0.0,0.1,0.95,0.05,0.05,0,779747.0,0.031252553,0.02,0.023085407,False,True,False,False,38.87411217958086,1,1
CA-603,santa barbara county,2015,1383.27,69.3,465300,547600.0,1729,890,1479.0,1469.0,460,839,12,1340.0,131,1278,2.826930578893613,0.021827061,36,0.0,0.09,5.22,0.04,0.06,10,779747.0,0.024947782,0.02,0.025491885,False,True,False,False,40.63473563888204,1,1
CA-603,santa barbara county,2016,1473.98,69.0,480000,531200.0,1813,890,1507.0,1577.0,431,923,8,1457.0,150,1333,2.826930578893613,0.020541498,36,0.0,0.1,8.75,0.05,0.06,13,779747.0,0.031658337,0.02,0.023954995,False,True,False,False,41.50396072743501,1,1
CA-603,santa barbara county,2017,1528.01,70.2,509400,567600.0,1860,893,1569.0,1625.0,86,967,12,1511.0,122,1397,2.826930578893613,0.023626018,69,0.0,0.1,2.75,0.04,0.06,20,779747.0,0.033575812,0.02,0.02482874,False,True,False,False,38.20597634633516,1,1
CA-603,santa barbara county,2018,1588.54,70.1,549900,629400.0,1706,893,1628.0,1690.0,68,813,17,1562.0,126,1462,2.826930578893613,0.021584361,69,0.0,0.08,7.52,0.05,0.06,16,779747.0,0.032591534,0.02,0.023172171,False,True,False,False,40.38082952033487,1,1
CA-604,kern county,2010,409.45,77.5,217100,164200.0,1499,832,1211.0,956.0,0,667,0,709.0,0,677,2.826930578893613,0.009714951,0,0.0,0.13,0.56,0.04,0.04,0,779747.0,0.026265514,0.06,0.017407834,False,False,True,False,16.895422150732056,1,1
CA-604,kern county,2011,377.66,77.0,196000,155900.0,1439,833,999.0,957.0,0,606,0,713.0,0,707,2.826930578893613,0.009559592,0,0.0,0.1,0.65,0.03,0.04,0,779747.0,0.023814444,0.06,0.016389381,False,False,True,False,15.79147774125804,1,1
CA-604,kern county,2012,389.71,78.9,171200,150200.0,1352,833,1009.0,971.0,0,519,0,723.0,0,722,3.379014925,0.010967602,0,0.0,0.14,0.81,0.03,0.05,0,599731.0,0.025564207,0.06,0.020749675,False,False,True,False,13.331420027681212,0,0
CA-604,kern county,2013,442.29,79.7,161700,161000.0,1152,605,1005.0,962.0,0,547,0,744.0,0,738,3.3228969267529043,0.00931695,0,0.0,0.11,0.16,0.03,0.05,0,606850.0,0.025347057,0.06,0.022026931,False,False,True,False,11.342470577608452,0,0
CA-604,kern county,2014,502.79,79.5,161800,183100.0,992,415,999.0,968.0,0,577,0,739.0,87,746,3.2442714022101296,0.010422038,0,0.0,0.09,0.81,0.04,0.05,0,616163.0,0.025591449,0.05,0.01972698,False,False,True,False,10.814168601276844,0,0
CA-604,kern county,2015,526.28,79.2,167400,197100.0,954,409,988.0,990.0,74,545,3,766.0,66,741,3.203786818293334,0.011200713,19,0.0,0.08,2.49,0.03,0.05,26,623637.0,0.026185251,0.06,0.020400691,False,False,True,False,12.05938597720584,0,0
CA-604,kern county,2016,542.09,80.4,175600,204200.0,1067,506,999.0,1017.0,126,561,10,774.0,94,755,3.1631396709564226,0.012091032,52,0.0,0.12,5.12,0.04,0.05,3,622957.0,0.027624697,0.05,0.018430404,False,False,True,False,9.069340144,0,0
CA-604,kern county,2017,563.46,81.2,190600,205700.0,810,269,1021.0,1010.0,102,541,17,801.0,68,774,3.0727423102674174,0.010743249,18,0.0,0.1,1.53,0.03,0.05,10,634775.0,0.030848073,0.05,0.019225881,False,False,True,False,9.868817214,0,0
CA-604,kern county,2018,592.16,80.6,205200,226400.0,885,370,1054.0,1072.0,28,515,10,809.0,70,787,3.015577477204744,0.011905027,31,0.0,0.09,2.8,0.04,0.05,4,637523.0,0.030477361,0.06,0.019843571,False,False,True,False,14.774461731922392,0,0
CA-608,riverside county,2010,552.74,84.0,325300,227900.0,3126,2043,1211.0,1372.0,0,1083,0,985.0,0,975,2.826930578893613,0.015739798,0,0.0,0.15,0.27,0.04,0.06,0,779747.0,0.026021952,0.06,0.017872023,False,True,False,False,27.696662826729533,1,1
CA-608,riverside county,2011,527.15,83.9,284100,222700.0,6203,5090,1451.0,1340.0,0,1113,0,960.0,0,997,2.826930578893613,0.013304043,0,0.0,0.16,0.2,0.04,0.06,0,779747.0,0.026316518,0.06,0.02027844,False,True,False,False,26.86903066533908,1,1
CA-608,riverside county,2012,530.13,85.0,248100,220000.0,6096,5090,1427.0,1303.0,0,1006,0,985.0,0,1019,2.4869269732795414,0.014994823,0,0.0,0.17,1.0,0.04,0.06,0,1695667.0,0.029221834,0.06,0.018609536,False,True,False,False,12.99014572256486,0,0
CA-608,riverside county,2013,612.79,85.5,231000,236400.0,2978,1888,1384.0,1278.0,0,1090,0,1016.0,0,1015,2.493129194319825,0.015889155,0,0.0,0.18,0.03,0.05,0.06,0,1726144.0,0.028914197,0.06,0.020876272,False,True,False,False,12.643440801864616,0,0
CA-608,riverside county,2014,726.24,84.7,236400,279500.0,2945,1888,1361.0,1293.0,0,1057,0,1044.0,211,1027,2.4554722923624124,0.017336325,0,0.0,0.19,0.75,0.04,0.06,0,1767888.0,0.02920227,0.06,0.021282624,False,True,False,False,10.046479793106894,0,0
CA-608,riverside county,2015,766.64,85.3,253200,312700.0,2372,1488,1334.0,1334.0,68,884,16,1058.0,183,1027,2.4074233276852297,0.015667341,87,0.0,0.19,2.32,0.04,0.06,28,1802965.0,0.029502428,0.06,0.021109043,False,True,False,False,9.067147567512556,0,0
CA-608,riverside county,2016,817.48,86.8,276300,329600.0,2165,1351,1347.0,1386.0,88,814,26,1131.0,154,1062,2.3616830286536628,0.017254384,126,0.0,0.23,4.09,0.04,0.06,25,1824758.0,0.028702024,0.06,0.022036728,False,True,False,False,9.92874905189938,0,0
CA-608,riverside county,2017,880.09,87.0,304500,352700.0,2406,1638,1387.0,1448.0,94,768,40,1152.0,238,1104,2.2920499072694414,0.016043637,141,0.0,0.24,1.29,0.05,0.07,30,1859689.0,0.029813483,0.07,0.023423347,False,True,False,False,9.450137467673269,0,0
CA-608,riverside county,2018,942.66,86.8,330600,364900.0,2316,1685,1441.0,1478.0,76,631,35,1207.0,244,1161,2.234325777744779,0.017500708,146,0.0,0.21,2.03,0.04,0.07,32,1885580.0,0.031692644,0.07,0.021286475,False,True,False,False,11.378051653359218,0,0
CA-609,san bernardino county,2010,634.29,84.9,319000,221700.0,2026,1258,1211.0,1244.0,0,768,0,922.0,0,936,2.826930578893613,0.009698689,0,0.0,0.15,0.13,0.04,0.06,0,779747.0,0.024686637,0.09,0.018934696,False,True,False,False,13.677890283468829,1,1
CA-609,san bernardino county,2011,599.14,84.1,278400,211500.0,2825,1692,1329.0,1224.0,0,1133,0,937.0,0,959,2.826930578893613,0.010752516,0,0.0,0.17,0.15,0.05,0.06,0,779747.0,0.024110852,0.08,0.020828643,False,True,False,False,12.165397515895014,1,1
CA-609,san bernardino county,2012,593.06,85.4,241500,206100.0,2532,1692,1307.0,1210.0,0,840,0,936.0,0,963,2.7505630391087195,0.011506679,0,0.0,0.16,0.73,0.04,0.07,0,1527869.0,0.026235362,0.09,0.021292328,False,True,False,False,11.113925638691592,0,0
CA-609,san bernardino county,2013,668.68,86.1,222300,230500.0,2321,1247,1272.0,1199.0,0,1074,0,962.0,0,965,2.779705418864665,0.012433136,0,0.0,0.15,0.02,0.04,0.07,0,1537573.0,0.025471049,0.09,0.021118853,False,True,False,False,10.957962604710078,0,0
CA-609,san bernardino county,2014,793.37,85.1,225400,261600.0,2315,1247,1255.0,1208.0,0,1068,0,981.0,288,972,2.764787907736398,0.011717683,0,0.0,0.19,1.01,0.04,0.07,0,1557624.0,0.026762989,0.08,0.019969526,False,True,False,False,10.098053082208676,0,0
CA-609,san bernardino county,2015,841.1,85.6,236700,281300.0,2149,1311,1233.0,1205.0,166,838,28,992.0,228,975,2.728780957114411,0.011806123,41,0.0,0.18,1.49,0.05,0.07,47,1565351.0,0.029562062,0.08,0.021948346,False,True,False,False,8.817361464158617,0,0
CA-609,san bernardino county,2016,897.87,87.4,256000,302600.0,1887,1191,1245.0,1281.0,101,696,21,1042.0,175,991,2.6443443693881523,0.012700365,72,0.0,0.17,2.91,0.05,0.07,30,1582812.0,0.02688571,0.09,0.024626933,False,True,False,False,8.649284046937893,0,0
